[+] Ajout | Voiture id:1500
[-] Suppression | Voiture id:2394 supprimé de la carte.
[-] Suppression | Voiture id:2395 supprimé de la carte.
[+] Ajout | Voiture id:2400
[+] Ajout | Voiture id:2401
[!] Accident | (3,2)
[!] Accident | (0,4)
[-] Suppression | Voiture id:2396 supprimé de la carte.
[-] Suppression | Voiture id:2397 supprimé de la carte.
[-] Suppression | Voiture id:2398 supprimé de la carte.
[-] Suppression | Voiture id:2399 supprimé de la carte.
[-] Suppression | Voiture id:2401 supprimé de la carte.
[-] Suppression | Voiture id:2400 supprimé de la carte.
[+] Ajout | Voiture id:2402
[+] Ajout | Voiture id:2403
[+] Ajout | Voiture id:2404
[+] Ajout | Voiture id:2405
[+] Ajout | Voiture id:2406
[+] Ajout | Voiture id:2407
[!] Accident | (0,4)
[-] Suppression | Voiture id:2402 supprimé de la carte.
[-] Suppression | Voiture id:2403 supprimé de la carte.
[-] Suppression | Voiture id:2407 supprimé de la carte.
[-] Suppression | Voiture id:2406 supprimé de la carte.
[+] Ajout | Voiture id:2408
[+] Ajout | Voiture id:2409
[-] Suppression | Voiture id:2404 supprimé de la carte.
[-] Suppression | Voiture id:2405 supprimé de la carte.
[+] Ajout | Voiture id:2410
[+] Ajout | Voiture id:2411
[!] Accident | (1,1)
[+] Ajout | Voiture id:2412
[+] Ajout | Voiture id:2413
[!] Accident | (0,3)
[-] Suppression | Voiture id:2408 supprimé de la carte.
[-] Suppression | Voiture id:2411 supprimé de la carte.
[-] Suppression | Voiture id:2409 supprimé de la carte.
[-] Suppression | Voiture id:2413 supprimé de la carte.
[-] Suppression | Voiture id:2412 supprimé de la carte.
[+] Ajout | Voiture id:2414
[+] Ajout | Voiture id:2415
[-] Suppression | Voiture id:2410 supprimé de la carte.
[+] Ajout | Voiture id:2416
[+] Ajout | Voiture id:2417
[!] Accident | (2,5)
[-] Suppression | Voiture id:2417 supprimé de la carte.
[-] Suppression | Voiture id:2416 supprimé de la carte.
[+] Ajout | Voiture id:2418
[+] Ajout | Voiture id:2419
[!] Accident | (2,5)
[-] Suppression | Voiture id:2414 supprimé de la carte.
[-] Suppression | Voiture id:2415 supprimé de la carte.
[-] Suppression | Voiture id:2419 supprimé de la carte.
[-] Suppression | Voiture id:2418 supprimé de la carte.
[+] Ajout | Voiture id:2420
[+] Ajout | Voiture id:2421
[+] Ajout | Voiture id:2422
[+] Ajout | Voiture id:2423
[+] Ajout | Voiture id:2424
[+] Ajout | Voiture id:2425
[-] Suppression | Voiture id:2420 supprimé de la carte.
[-] Suppression | Voiture id:2421 supprimé de la carte.
[+] Ajout | Voiture id:2426
[+] Ajout | Voiture id:2427
[!] Accident | (3,2)
[-] Suppression | Voiture id:2422 supprimé de la carte.
[-] Suppression | Voiture id:2423 supprimé de la carte.
[-] Suppression | Voiture id:2424 supprimé de la carte.
[-] Suppression | Voiture id:2425 supprimé de la carte.
[+] Ajout | Voiture id:2428
[+] Ajout | Voiture id:2429
[+] Ajout | Voiture id:2430
[+] Ajout | Voiture id:2431
[-] Suppression | Voiture id:2426 supprimé de la carte.
[-] Suppression | Voiture id:2427 supprimé de la carte.
[+] Ajout | Voiture id:2432
[+] Ajout | Voiture id:2433
[!] Accident | (2,4)
[-] Suppression | Voiture id:2428 supprimé de la carte.
[-] Suppression | Voiture id:2429 supprimé de la carte.
[+] Ajout | Voiture id:2434
[+] Ajout | Voiture id:2435
[!] Accident | (2,4)
[-] Suppression | Voiture id:2433 supprimé de la carte.
[-] Suppression | Voiture id:2432 supprimé de la carte.
[-] Suppression | Voiture id:2430 supprimé de la carte.
[-] Suppression | Voiture id:2431 supprimé de la carte.
[+] Ajout | Voiture id:2436
[+] Ajout | Voiture id:2437
[-] Suppression | Voiture id:2432 supprimé de la carte.
[-] Suppression | Voiture id:2435 supprimé de la carte.
[+] Ajout | Voiture id:2438
[+] Ajout | Voiture id:2439
[-] Suppression | Voiture id:2434 supprimé de la carte.
[+] Ajout | Voiture id:2440
[+] Ajout | Voiture id:2441
[!] Accident | (4,4)
[-] Suppression | Voiture id:2436 supprimé de la carte.
[-] Suppression | Voiture id:2437 supprimé de la carte.
[+] Ajout | Voiture id:2442
[+] Ajout | Voiture id:2443
[!] Accident | (0,1)
[-] Suppression | Voiture id:2439 supprimé de la carte.
[-] Suppression | Voiture id:2440 supprimé de la carte.
[-] Suppression | Voiture id:2438 supprimé de la carte.
[-] Suppression | Voiture id:2443 supprimé de la carte.
[-] Suppression | Voiture id:2442 supprimé de la carte.
[+] Ajout | Voiture id:2444
[+] Ajout | Voiture id:2445
[-] Suppression | Voiture id:2441 supprimé de la carte.
[+] Ajout | Voiture id:2446
[+] Ajout | Voiture id:2447
[+] Ajout | Voiture id:2448
[+] Ajout | Voiture id:2449
[!] Accident | (3,3)
[!] Accident | (0,1)
[-] Suppression | Voiture id:2444 supprimé de la carte.
[-] Suppression | Voiture id:2445 supprimé de la carte.
[-] Suppression | Voiture id:2447 supprimé de la carte.
[-] Suppression | Voiture id:2446 supprimé de la carte.
[-] Suppression | Voiture id:2449 supprimé de la carte.
[-] Suppression | Voiture id:2448 supprimé de la carte.
[+] Ajout | Voiture id:2450
[+] Ajout | Voiture id:2451
[!] Accident | (4,5)
[-] Suppression | Voiture id:2451 supprimé de la carte.
[-] Suppression | Voiture id:2450 supprimé de la carte.
[+] Ajout | Voiture id:2452
[+] Ajout | Voiture id:2453
[+] Ajout | Voiture id:2454
[+] Ajout | Voiture id:2455
[+] Ajout | Voiture id:2456
[+] Ajout | Voiture id:2457
[-] Suppression | Voiture id:2452 supprimé de la carte.
[-] Suppression | Voiture id:2453 supprimé de la carte.
[+] Ajout | Voiture id:2458
[+] Ajout | Voiture id:2459
[-] Suppression | Voiture id:2454 supprimé de la carte.
[-] Suppression | Voiture id:2455 supprimé de la carte.
[+] Ajout | Voiture id:2460
[+] Ajout | Voiture id:2461
[-] Suppression | Voiture id:2456 supprimé de la carte.
[-] Suppression | Voiture id:2457 supprimé de la carte.
[+] Ajout | Voiture id:2462
[+] Ajout | Voiture id:2463
[!] Accident | (1,1)
[-] Suppression | Voiture id:2458 supprimé de la carte.
[-] Suppression | Voiture id:2459 supprimé de la carte.
[+] Ajout | Voiture id:2464
[+] Ajout | Voiture id:2465
[!] Accident | (3,5)
[-] Suppression | Voiture id:2460 supprimé de la carte.
[-] Suppression | Voiture id:2463 supprimé de la carte.
[-] Suppression | Voiture id:2461 supprimé de la carte.
[-] Suppression | Voiture id:2465 supprimé de la carte.
[-] Suppression | Voiture id:2464 supprimé de la carte.
[+] Ajout | Voiture id:2466
[+] Ajout | Voiture id:2467
[-] Suppression | Voiture id:2462 supprimé de la carte.
[+] Ajout | Voiture id:2468
[+] Ajout | Voiture id:2469
[+] Ajout | Voiture id:2470
[+] Ajout | Voiture id:2471
[!] Accident | (3,1)
[-] Suppression | Voiture id:2466 supprimé de la carte.
[-] Suppression | Voiture id:2467 supprimé de la carte.
[+] Ajout | Voiture id:2472
[+] Ajout | Voiture id:2473
[!] Accident | (3,1)
[-] Suppression | Voiture id:2469 supprimé de la carte.
[-] Suppression | Voiture id:2468 supprimé de la carte.
[-] Suppression | Voiture id:2468 supprimé de la carte.
[-] Suppression | Voiture id:2470 supprimé de la carte.
[+] Ajout | Voiture id:2474
[+] Ajout | Voiture id:2475
[!] Accident | (4,4)
[-] Suppression | Voiture id:2471 supprimé de la carte.
[+] Ajout | Voiture id:2476
[+] Ajout | Voiture id:2477
[-] Suppression | Voiture id:2473 supprimé de la carte.
[-] Suppression | Voiture id:2474 supprimé de la carte.
[-] Suppression | Voiture id:2472 supprimé de la carte.
[+] Ajout | Voiture id:2478
[+] Ajout | Voiture id:2479
[!] Accident | (4,4)
[-] Suppression | Voiture id:2475 supprimé de la carte.
[+] Ajout | Voiture id:2480
[+] Ajout | Voiture id:2481
[-] Suppression | Voiture id:2477 supprimé de la carte.
[-] Suppression | Voiture id:2478 supprimé de la carte.
[-] Suppression | Voiture id:2476 supprimé de la carte.
[+] Ajout | Voiture id:2482
[+] Ajout | Voiture id:2483
[-] Suppression | Voiture id:2479 supprimé de la carte.
[+] Ajout | Voiture id:2484
[+] Ajout | Voiture id:2485
[-] Suppression | Voiture id:2480 supprimé de la carte.
[-] Suppression | Voiture id:2481 supprimé de la carte.
[+] Ajout | Voiture id:2486
[+] Ajout | Voiture id:2487
[!] Accident | (2,3)
[-] Suppression | Voiture id:2482 supprimé de la carte.
[-] Suppression | Voiture id:2483 supprimé de la carte.
[+] Ajout | Voiture id:2488
[+] Ajout | Voiture id:2489
[-] Suppression | Voiture id:2486 supprimé de la carte.
[-] Suppression | Voiture id:2487 supprimé de la carte.
[-] Suppression | Voiture id:2484 supprimé de la carte.
[-] Suppression | Voiture id:2485 supprimé de la carte.
[+] Ajout | Voiture id:2490
[+] Ajout | Voiture id:2491
[!] Accident | (3,2)
[-] Suppression | Voiture id:2488 supprimé de la carte.
[-] Suppression | Voiture id:2489 supprimé de la carte.
[+] Ajout | Voiture id:2492
[+] Ajout | Voiture id:2493
[+] Ajout | Voiture id:2494
[+] Ajout | Voiture id:2495
[-] Suppression | Voiture id:2490 supprimé de la carte.
[-] Suppression | Voiture id:2491 supprimé de la carte.
[+] Ajout | Voiture id:2496
[+] Ajout | Voiture id:2497
[!] Accident | (3,5)
[-] Suppression | Voiture id:2492 supprimé de la carte.
[-] Suppression | Voiture id:2493 supprimé de la carte.
[-] Suppression | Voiture id:2497 supprimé de la carte.
[-] Suppression | Voiture id:2496 supprimé de la carte.
[+] Ajout | Voiture id:2498
[+] Ajout | Voiture id:2499
